,"q (alpha=1.8, T=1.8e+1, from s_i)","q (alpha=1.8, T=1.8e+1, from s_j)","q (alpha=0.2, T=6.0e-3, from s_i)","q (alpha=0.2, T=6.0e-3, from s_j)","q (alpha=0.2, T=2.0e-3, from s_i)","q (alpha=0.2, T=2.0e-3, from s_j)","q (alpha=0.2, T=6.0e-4, from s_i)","q (alpha=0.2, T=6.0e-4, from s_j)"
0,0.4723848080845902,0.5384475428507959,0.2008908695072547,0.25998344576591154,0.3911071395275078,0.41156936977767944,0.6625820352210218,0.6741981169073122
1,0.5967157156031648,0.5359118415054939,0.21612673136776445,0.23498590988346132,0.3522506213728715,0.41668323853289274,0.6922064031264108,0.7055139185128825
2,0.5138222918883159,0.571140528691758,0.2712013082114634,0.24344966275100077,0.4462970360368067,0.41954282358684514,0.6902987985066921,0.6925258510580169
3,0.5516336363393348,0.5521141181817901,0.21212515840630428,0.31871766891362446,0.3710364818101524,0.43438031155000784,0.6633860587820439,0.7047463119914401
4,0.5950337121467,0.5344364659207488,0.22876857564499442,0.25175687096728966,0.4028825429404014,0.3971221912843399,0.6854618544695064,0.6849936087384395
5,0.4996942710935602,0.4981460644178198,0.22548208083398935,0.2822920228845056,0.39195769240474027,0.4235161840300964,0.6661920637919694,0.708285932180934
6,0.5205459492483531,0.5068749420175038,0.2601631847167064,0.24749691575714033,0.3788234733700201,0.4035818530988031,0.6822537861298819,0.6854690842041946
7,0.5489269457423521,0.514944813593101,0.21139115062312133,0.27069373929640445,0.3806158093852606,0.41608990326754264,0.6551982638909888,0.6921926241678976
8,0.47105168890747146,0.5300950717318835,0.18088801442802174,0.23552903818754076,0.3918420580732103,0.4248849319363938,0.6763276346537603,0.674654906365895
9,0.5466409037705855,0.5138893708430645,0.25510504817373236,0.2464354843781632,0.37159948823734185,0.41940031588287335,0.6856715071769812,0.6902764518325458
10,0.4516401318919695,0.4533156563177541,0.2014537836938495,0.26414217678853147,0.44523279243812536,0.4258718680808897,0.679214118229088,0.6540650135514869
11,0.5583319823605619,0.5258854244168704,0.2561159513141169,0.2868758023372184,0.32136073253000047,0.42158121385061054,0.7185272693713057,0.6874296536400086
12,0.46838139464002415,0.5240723670179426,0.28812322017158287,0.2732888188468439,0.3729199061835412,0.3861928035780498,0.6758505655127552,0.693865484196035
13,0.4962683313026091,0.524245445485134,0.2242860861244106,0.2868919113504847,0.38105636833897777,0.4237045202690236,0.6651876307642743,0.6994587667470678
14,0.5675552420508612,0.4678398067932491,0.2551606907591452,0.2273923789922613,0.382963988857421,0.3955534735123847,0.659693307443778,0.6769455276778162
15,0.5459824978795206,0.5372428861218366,0.25557145938897363,0.20180048238061546,0.3887437021333589,0.39957803944175624,0.6783897298530358,0.6884514255804133
16,0.5848396258984482,0.5302893688509366,0.22324326769389943,0.27593434587765425,0.3542097504614482,0.42795869024228167,0.6735735630625929,0.6841658238330572
17,0.4879246234541883,0.5302523002271347,0.24655895927577445,0.3019252027818202,0.3823536435725887,0.4189598099766478,0.6289480247626535,0.693209959820352
18,0.5368098882393568,0.5002326443938405,0.2783688605335569,0.24274997128738418,0.39750627761996,0.42183584119830314,0.6781926133260174,0.6961961354644537
19,0.48290755329025126,0.5166687681887123,0.2583220105917264,0.2737616648143169,0.37095879267954335,0.4483221946703118,0.6886346322593384,0.6851609628966814
20,0.5210385694671846,0.4874249895970843,0.2454414205385961,0.24381888934436485,0.3782660840546791,0.38366309988641895,0.6925119092584565,0.6676719472571613
21,0.5785512301652265,0.5462379643335911,0.24393202959317103,0.23831787557431686,0.3573010626251895,0.42786794097767605,0.7042294618190603,0.7081567345392117
22,0.4617275434847591,0.5660199246675337,0.19612341871776753,0.2084387583442248,0.3497972327026896,0.38733183556679596,0.6928603366891635,0.6742858788772312
23,0.5403255359399188,0.5260923280984806,0.21483468921641996,0.25020276570525857,0.3904180187785961,0.42946228522413116,0.6936926791179409,0.6832883851137902
24,0.5015701979008236,0.5597198882643241,0.2495742761118499,0.2616448471276849,0.38679806522421595,0.4590782492804824,0.6902364843791187,0.6811203113262222
25,0.5371654068982787,0.5283807941540816,0.20166033931760727,0.19849801151445648,0.35913925467700186,0.3598215484775367,0.6587689780976822,0.6266441311972388
26,0.515791576770673,0.5819835593239544,0.25231675461984027,0.22343435825591554,0.4033017560011675,0.4164557645607622,0.6642849104684485,0.6622426569587897
27,0.5113180642598246,0.5225518352759482,0.2192779407492783,0.2418504313497845,0.39245886165819466,0.43377854125736104,0.6537936612420077,0.6800092177488444
28,0.5636337327508284,0.510482118974589,0.18801785662976694,0.21987736222791576,0.42602171240639075,0.39890702565215064,0.6710286979095037,0.6502830509144288
29,0.5812770565231871,0.5306341602152111,0.25050002450051406,0.2735269644280903,0.39774338364435247,0.38480442116477087,0.6558566596286948,0.6789463692741636
30,0.4811430671193791,0.5638064533495692,0.20457424685068587,0.1953753167484768,0.43510126278109923,0.3859112812541003,0.6506979282627702,0.6532242548262416
31,0.5492906258331732,0.5551153648362046,0.21500230498545744,0.2315926382544122,0.42287319203405815,0.35381189466836027,0.6543258666800588,0.6393337003685923
32,0.4904175237290013,0.5209272233240297,0.19390389984283884,0.2264560456791569,0.4648841450972402,0.3821837382430991,0.6509592329588221,0.6285755882499551
33,0.4823425133360645,0.5593415916498173,0.2368224412609285,0.22043093181058096,0.39764047582712586,0.3749635618046542,0.6730240208172126,0.6400215260237557
34,0.4741011754766155,0.5017443476212319,0.21681943175666651,0.222784423556836,0.42111900925006385,0.41337476196455253,0.6832047121070499,0.6213201322253146
35,0.503476822097288,0.5740485088792896,0.21384519537006136,0.2156892998199936,0.3920979024135893,0.3636591261757048,0.6866168985593828,0.6473614114486425
36,0.5110831510995435,0.5459733921037961,0.2105608851761545,0.25942266241163076,0.40811452187705755,0.36795047819767224,0.6445614065613997,0.6661232161962303
37,0.503580281059547,0.5954257001834232,0.27245628083374124,0.2492116513482306,0.414169824633114,0.40917089489427305,0.6964625239523448,0.6662503084969484
38,0.5240707468383118,0.5045220912654999,0.2319786815810087,0.22864495169630808,0.42016165384473175,0.3759639912897766,0.6459708875108993,0.6302754185049378
39,0.5339984037936497,0.5529427633186896,0.2432245186487127,0.2673345055798563,0.38753825310693424,0.35340122401197777,0.6564789266665297,0.6808224444155461
40,0.5323403098295136,0.5770583919599845,0.3077026149618571,0.22769862062845397,0.40308822349295026,0.36146410034094095,0.6814475696169079,0.64423695264826
41,0.4844721237681903,0.4933844551687225,0.22692814213720353,0.28395285401594783,0.3604262459550445,0.3792982624825229,0.6717390736605209,0.6504028977230504
42,0.5095367562564389,0.5754161642042829,0.24628896546313578,0.2153779166198611,0.44793873476783885,0.3968740777366371,0.6518572439254848,0.6521787372349359
43,0.4764112052127504,0.5437192845533736,0.18837202305203687,0.23026741619304042,0.3867538125603744,0.41822171771043787,0.6466077793935474,0.6426467727066484
44,0.5150209284734314,0.4988795782961005,0.2259863458445534,0.20883068346796743,0.46025155985360316,0.37423977695526056,0.6592760843333398,0.641727781806064
45,0.5569054927978947,0.58514925054839,0.2543517848175063,0.22986397339675976,0.41509319423263236,0.4310191764840938,0.6693430289677392,0.6424528249096176
46,0.5306189890292214,0.5249741749126803,0.22019374836791805,0.22453940215734833,0.3942071807164008,0.4014687984058091,0.6808096544061852,0.6599124063026724
47,0.5418671631983487,0.5532765952286107,0.20226358619753868,0.2795968964384178,0.40664437309666085,0.4056056279312022,0.6795525312616609,0.647655031031917
48,0.5184009523037629,0.5631682149539534,0.20296403864889448,0.18595621806748722,0.4318916822955829,0.392069238560888,0.6404958612802774,0.6186606430282038
49,0.5410603478986434,0.5587116290970149,0.25456396684038934,0.23838537689952707,0.3664452471242002,0.4145354837724542,0.6774375820427654,0.6507316268510017
50,0.5646323484908778,0.5294747945796822,0.26131941982127355,0.22127199769539702,0.41008268443786955,0.4270983860900411,0.6592080196340514,0.6631908179474472
51,0.5746627714113197,0.5250540501474237,0.2725442176304251,0.2692971640912952,0.3818642165185723,0.4006768130081079,0.6915177810919592,0.6487022626403149
52,0.5780146675572996,0.5227806959799473,0.2559056837643222,0.22222207570169183,0.41593508722368694,0.4076852983475162,0.6825887068088518,0.6703944676164587
53,0.5261238845117241,0.5603100648354474,0.29970474753483334,0.19037820275269815,0.33064851821537905,0.4316683221228527,0.680367021600666,0.6825620534956266
54,0.6363361992521281,0.5408016912415364,0.2753989677933837,0.2770019254151423,0.4359177437739394,0.4510247729843161,0.6905902085999922,0.6932363421204885
55,0.5479021642195541,0.567549052499762,0.19915833456098683,0.1970849963199285,0.3763680951648071,0.4059610110549193,0.6445143441124049,0.6616379604803782
56,0.5546865526253801,0.5356799281362853,0.26251409045475615,0.22934532511269282,0.3834461900703669,0.38678943581702824,0.697115240587893,0.6696527353308656
57,0.5458457389672731,0.46657957224251345,0.23235500031386574,0.2188411026598181,0.35615029789687175,0.4034255316195152,0.6735873289107784,0.6543957873588551
58,0.5691502240991523,0.5302856248861472,0.261833400728062,0.2283898406947539,0.42308706369558075,0.3977544836108782,0.7029141915943115,0.6630928790532056
59,0.5640590379181026,0.47350152095380255,0.2154316849393965,0.24415080860212543,0.3570368088402341,0.4191935716526602,0.6654736791983226,0.6797469048492526
60,0.551066001845545,0.5437290991175769,0.2664614438091678,0.2631179495547451,0.427949309424556,0.3999367544335864,0.6903204730636653,0.6781560522093679
61,0.5284809265418516,0.5150714799839513,0.2572558037286751,0.2419724203297817,0.38975419966476793,0.3629524430407335,0.6732817675010309,0.6576214812578912
62,0.5382568042152829,0.5151573271682629,0.25841325585751357,0.23022635988439488,0.4155131892501328,0.4348087274927788,0.6507889049812193,0.6787998651150506
63,0.5741552512984361,0.5048810213530895,0.24808031428317967,0.23827155550358,0.3825222499170852,0.39951961689846,0.6921114688344563,0.677636142348745
64,0.5340379572404018,0.5094367719608832,0.24321038046301338,0.2178302232395792,0.4174643332001486,0.4256547947407437,0.6362198639049087,0.712758991005529
65,0.5488611730284916,0.5332575610834249,0.1923982322570053,0.2441678279717585,0.3947561240206958,0.3697123940356776,0.6403517587086467,0.682019797091095
66,0.519054963278477,0.49337594893890924,0.23894353990644795,0.2270721013818305,0.4291349859216524,0.4067616166416473,0.6834266648214978,0.6767249588373326
67,0.5551423356482064,0.5245306656920798,0.27095055833520765,0.26566208566929317,0.3941179318347009,0.38230798115986653,0.6828132997666116,0.6683957646965805
68,0.5846950863894991,0.5676255721139357,0.23133721018995143,0.23497847335090505,0.3907627609091074,0.45201782471154967,0.6826795516694782,0.6780804373412144
69,0.5017287185001941,0.500212843039412,0.27462326216697136,0.1814013060649681,0.46914316504907716,0.37642727087594,0.6703805692663387,0.6641702926230879
70,0.6056509067342858,0.5196003960526695,0.2280770902883569,0.22482308322458316,0.4346095818988253,0.43931306068822656,0.6762374660629391,0.6562818774528031
71,0.5749805790085574,0.5358013552233529,0.22025006517242177,0.24299368330129922,0.41490367327991173,0.4423312508712693,0.6481464382862941,0.6655980277017314
72,0.5518554422404758,0.5720996747353557,0.2770787078410694,0.22994889364504492,0.4141170077357291,0.41420206807518994,0.6921484449619877,0.6884971352860567
73,0.555032066073465,0.5568671121755309,0.2703350461934066,0.15616865570856184,0.34526168376228605,0.4445998646290137,0.7017621624277683,0.6400316866913783
74,0.4879989529495756,0.551453983617189,0.2693633591389389,0.23302225062187812,0.42713975267829757,0.3939749560305324,0.679023075457926,0.6686821660775337
75,0.46113714675053213,0.5673125011683722,0.20297930716767965,0.24471539267001333,0.4534074247092996,0.42652355282502574,0.6668995467708296,0.676544170491703
76,0.5369475794814688,0.564673006060243,0.2874614882491328,0.23185575960797744,0.39633478296384816,0.4019001254362898,0.6838751904365007,0.663773756019423
77,0.5005822723040835,0.552386798719525,0.22604579625356175,0.2156073784853738,0.42108993117649546,0.3941643607334515,0.6617167863962571,0.6556383953524819
78,0.4963798888057854,0.5719195969836144,0.24367891318105261,0.24455371920141972,0.39296126992336083,0.4327640929656049,0.6857506973238839,0.6943811097332677
79,0.5038333576812338,0.540960616343991,0.2142796399988487,0.2369652193199548,0.36605491037261617,0.3980650042379218,0.6743180410388172,0.6592743431422016
80,0.5051723452965774,0.5767613247966581,0.2865072511109788,0.27923577491165735,0.3972047332037674,0.4145100950518542,0.6947454510947594,0.6737541172729479
81,0.4936184139469459,0.5233698955328051,0.25065001144388,0.23042586711618254,0.40176885389881567,0.4183001948482049,0.6789479052466013,0.6605432353010411
82,0.4991122126749374,0.552476118316278,0.26005702688377036,0.25611929934695143,0.40092990875024775,0.4458238559624848,0.6801807448848141,0.6872778662860884
83,0.5531067728764402,0.5189933010646256,0.34147352043252077,0.2393197684686453,0.4025068292330894,0.4076041912161242,0.7098680610804705,0.6983500518694282
84,0.4751749200129379,0.534410178855405,0.26426889188668135,0.19281987431173217,0.33593164682748144,0.3985610662479522,0.6666344090752959,0.6747678188458328
85,0.5406423351243177,0.5546278395391877,0.26498592860229553,0.2377699289929703,0.3827671478976737,0.3839278654746999,0.6796858503700206,0.6558999643943888
86,0.5061291643586034,0.5602664173510148,0.23148820852522747,0.2970418976550146,0.4440360966678017,0.41831644603554685,0.6697598495372225,0.6768158492149127
87,0.5008535505739699,0.5740341334068578,0.25219978370115126,0.21944070374963603,0.42712371850260306,0.42098274071042907,0.6783169926962008,0.6718937416569144
88,0.5493824006736386,0.5619178359559536,0.2133804947730903,0.25530503522684067,0.40184344666653776,0.4138337694188985,0.668734132174431,0.6978447023957832
89,0.5312185594219492,0.5463606619266188,0.2608097979204008,0.2667613685255998,0.41032719884922686,0.4421251924330442,0.6893285124081756,0.6483762022106164
90,0.5486062492656204,0.6285365676687676,0.24408140279935575,0.28710913110274655,0.413471805056351,0.4172314222679128,0.6936812890938356,0.7041523733866005
91,0.5237048617350287,0.5130421990779842,0.22525231144420257,0.21315166154220552,0.44685713507842706,0.3989000758894321,0.67998594257624,0.6701943069879224
92,0.5340815406124098,0.5231935601723304,0.2596535036064564,0.24368021007827678,0.4316429580500863,0.41231590334902896,0.6944407271292008,0.6875904822463773
93,0.5580079600396678,0.6405977269242644,0.24568177543937156,0.23405484337565738,0.4086637115127221,0.44244432427796726,0.6873532930864831,0.6458342408673038
94,0.587303241087116,0.5679376654369035,0.24604935238351924,0.24285025807660757,0.41438098935153944,0.41580802777024745,0.7222785424344952,0.6689104543766218
95,0.4926322944538233,0.5501326909332712,0.27472514752162164,0.2398745205009936,0.37387428286779983,0.4125191467321822,0.6684772280184389,0.6784658675036919
96,0.492884104613932,0.5654726914324055,0.25054474472949007,0.24082927270325805,0.3843091933458532,0.40361499001234136,0.6766127266774206,0.6874416192185123
97,0.5539674439020563,0.4991436795436427,0.26675032919945796,0.2242926588038139,0.4289129539585794,0.4102638985984711,0.6950534945396433,0.6764604579561055
98,0.5396433774737674,0.5549005913668081,0.23492653145357648,0.2382961203086329,0.4113011472164797,0.42352210157311565,0.6674368011762005,0.6652127135722044
99,0.5154853863253724,0.571152716816849,0.23776076089271508,0.23270237909650768,0.3832166572380876,0.39925108397885517,0.6701895726672802,0.6820883812767214
100,0.480271643460986,0.5273421435625637,0.22365285644121335,0.24521191574463672,0.40127978623870286,0.3920929423371221,0.6740738069117137,0.6611463107756047
101,0.4994360348298214,0.5399749783614777,0.2342321502503947,0.2700982259353717,0.406450703465967,0.4510830878655683,0.7071411667715019,0.6869957183565875
102,0.49885820219460775,0.5306523352866459,0.26604004544417914,0.21048263776079112,0.3712555183981357,0.40880456295214507,0.6753285601827264,0.6803184870044771
103,0.4848819800103745,0.517551697182772,0.27796810022312524,0.2676534444302063,0.4202308176340769,0.4021464929254021,0.6732924031779499,0.7155729783891768
104,0.5666865059382227,0.5060274057510126,0.1989804152800514,0.29761863729271526,0.43922298763802625,0.43398620486090245,0.6714636407934714,0.7031924097580039
105,0.5491607374512761,0.5114315988343502,0.2523351819111703,0.2286064465865349,0.3868923931267148,0.40439064344154607,0.6605646904720883,0.6910450373616157
106,0.6057636307641685,0.551734101805659,0.2101307865332412,0.27279260912892117,0.36517396094160454,0.38645842633754784,0.6652333358085889,0.7039409238991814
107,0.5577274346100111,0.5255288726375557,0.25611324968884724,0.27638918070909435,0.4049424082468055,0.38765347956854024,0.669316235386644,0.7002865710410546
108,0.5357974053447281,0.5527465874478976,0.2592743443296155,0.2462631172360417,0.4127995500587798,0.43785204496361585,0.6603811730398509,0.6962922467445782
109,0.5172884185758249,0.5424227378965023,0.25118431951660275,0.26451220678451093,0.42654863902665174,0.43806491841725154,0.6855333628835989,0.6743189384468832
110,0.5145367527283459,0.5014568964343016,0.2176485622717889,0.25019593651421757,0.43972732692712374,0.4188420940806186,0.6574746864052298,0.6566999632291102
111,0.5623842553082055,0.5670016172348135,0.26045546615838,0.23700969133486427,0.3872012152120057,0.4250928192396835,0.6793355044458428,0.6951587216728625
112,0.486574479575883,0.5373215627818765,0.27997340394482095,0.26844890757280837,0.4248742410728964,0.39402959797575016,0.6961620801261706,0.6855046199525792
113,0.5233351007116025,0.5209784456054583,0.2578272248156099,0.2216044584459444,0.4723295206347458,0.42824148175706167,0.6913693612723294,0.6651752073646819
114,0.5472358662284975,0.5339970793587828,0.27690590004531795,0.20188130546155586,0.4223639182697666,0.4381358258134884,0.687096166030006,0.6725735738892492
115,0.49371216602631357,0.5514083102489067,0.2929299007828083,0.2521728131264999,0.40129500935434415,0.4081229957315316,0.6891828964729066,0.6907053385595319
116,0.5252824943946233,0.5450581136008323,0.2284000174900649,0.21230493734776154,0.4497166730812929,0.4536046433695988,0.6714505067795534,0.6718006343568765
117,0.5577166996218256,0.5514503562574274,0.2590947487418401,0.2460540023513229,0.4067145908009916,0.4157989168038767,0.7080436212177399,0.6425020629199938
118,0.5243854517724728,0.545618713090718,0.2572905714864958,0.1678411364121065,0.42321146096074935,0.3993833984718373,0.6892131653672134,0.6355767293037569
119,0.5011904949018868,0.5351612344551631,0.21597237814025552,0.2813929078404157,0.3961961363268674,0.45182679475014065,0.6825500912312485,0.651347299237764
120,0.49664039277965993,0.4631510691213901,0.229580301403802,0.22499543313166256,0.42052798520729345,0.4244265582265766,0.6950812903795273,0.6372572441015387
121,0.5525925755686313,0.513041207987776,0.18729207204159987,0.2857081267037455,0.42491311449785485,0.38202420289582495,0.7027233051290196,0.6693562855419586
122,0.5095819521944321,0.4883037659793264,0.2363716516839249,0.21465592082937204,0.41660786107842795,0.392157831779867,0.6973966497186991,0.6902649157834748
123,0.5463725290097138,0.5293454289534923,0.23660141809877105,0.2322059480000705,0.4205816708000896,0.43686449458579646,0.6841591318676692,0.652872640062983
124,0.5463130309000469,0.5069416808993062,0.2785866573276339,0.28395435181688994,0.4246908198747214,0.4305045597489247,0.6966429747357727,0.6678320846696159
125,0.5018166399285732,0.45619730618590054,0.27954802130894185,0.24273922471166068,0.4497919098183924,0.4302740980134986,0.6967669060229305,0.6845831765537385
126,0.557494290825997,0.5198505105961169,0.19832221819176643,0.29804291400555316,0.41267934108957477,0.42245602946371363,0.6908116159673475,0.6828795853958594
127,0.5452350176890536,0.5417677382373313,0.22517095405209892,0.24110994418784695,0.46480596453992606,0.4073453407184189,0.6873584030622609,0.6467769485525137
128,0.545684040582268,0.520474322859763,0.21629278303719987,0.19968369808226968,0.42478458373726014,0.41464393118954995,0.6784638096552393,0.6413481160009474
129,0.5268133219387408,0.5548704429242703,0.24478609320584707,0.22601365715203067,0.4242905732713486,0.40107283057175747,0.6741867675669929,0.6732847220094188
130,0.5552320399705116,0.5238216510181315,0.20491440732822813,0.22805502783565096,0.4509478249426898,0.35618319968583106,0.6565007447113931,0.6530778722134603
131,0.5750995535500465,0.563456204182092,0.2859134253540608,0.15242403810967853,0.3995701129471829,0.4733616174908394,0.714302611815586,0.6455069567027398
132,0.5080965252322203,0.48506336671163114,0.263308023974982,0.23670067666009714,0.40516159548570013,0.4146939301659176,0.708729901720295,0.6646838511957193
133,0.5122794260252117,0.4795254621400048,0.2381901036963067,0.2811524748481766,0.38446138851343037,0.3931626487696297,0.6934561190326753,0.6656171385216714
134,0.5427149995545252,0.5177176694084861,0.24673795865302892,0.2062947980326537,0.40872082385774866,0.4405601041985192,0.6841494785190334,0.6721306027969793
135,0.579817741315622,0.525397944503348,0.1959437245054737,0.2428662882759998,0.4164727810491339,0.41173068359933845,0.6702531525851109,0.7027119381267449
136,0.6144683263204882,0.5266330263803095,0.2744591732857273,0.2146840226051439,0.447413274178115,0.4077120018977321,0.6738287339787778,0.658925610283289
137,0.5511361561318882,0.5159647164838573,0.2276283801491419,0.19881701794451204,0.43902146858465957,0.37144013309636564,0.6644545529458965,0.6721432993571508
138,0.4986202963435616,0.5146189619080848,0.23527404145899855,0.271726681902278,0.38283074942434014,0.40035457669707714,0.6735482559316158,0.7022022883218376
139,0.5426845924963153,0.4866707478660786,0.20280219976024652,0.2390670222070026,0.39263387851285453,0.3584593484066115,0.6638612840199695,0.6734871180958707
140,0.526273598798818,0.5358055680310779,0.26129871066249244,0.24906093144472838,0.4194910352123914,0.37521568767087804,0.6750778606229568,0.6731160632222362
141,0.5274372088573981,0.5331366322306997,0.2526437576131542,0.24373089211921312,0.44253929939702863,0.41501982943719334,0.6776875574242854,0.6828663402959105
142,0.48804343408624035,0.5622109380561757,0.21889864991272615,0.2725724259207171,0.40345809227866575,0.359311005056639,0.65011471961891,0.6674949048226269
143,0.5132264566864226,0.5112928267287671,0.23015830401419501,0.2210201335341214,0.45701133094353796,0.3777635384620653,0.6556185393270951,0.6727157453160026
144,0.5831629764567235,0.5171783890315624,0.2812014033176991,0.21952583912874232,0.4420384378490159,0.4344159207817836,0.6662511988490157,0.7119182695635644
145,0.5713250813199175,0.5359450462120907,0.3022921974367742,0.2756605813047247,0.38514276526877833,0.385375579612222,0.6715992051399838,0.6937693747660735
146,0.5237103466509136,0.4903809565863574,0.21823721118090653,0.20653384652953746,0.44189167340741875,0.4177709091142796,0.605300824748721,0.659440012407093
147,0.5130578839099557,0.4889552347664465,0.24169668870980315,0.24297808168617355,0.4453239767389561,0.4111982058168927,0.6779126388632353,0.6703960999460302
148,0.46101021178441687,0.5184405299000697,0.24606550984652115,0.2503510738584228,0.4281910432119036,0.370319212618146,0.6615434218511187,0.6873905073351911
149,0.44524374473142275,0.5012030121940095,0.23306400833996632,0.21465141060041804,0.44871849255306945,0.39208394737234364,0.6571671138925521,0.6644205670667888
150,0.555152329827082,0.5605883103967824,0.30633895403698147,0.2346457054883146,0.436643306750511,0.43483006356357157,0.6822053368006018,0.7011771136871205
151,0.605675305004569,0.47476822077266345,0.2756520533031182,0.23382966535915842,0.4182942707542885,0.42860102337120776,0.6827818174620597,0.6792425505754571
152,0.5736948688119734,0.4751239064096334,0.2228032606735911,0.2514750262289981,0.43350144781927613,0.4333298994456543,0.6785761637359691,0.6792902166841887
153,0.5377327289425916,0.5545391045387261,0.2999646866429704,0.2835815769528547,0.46917798032540864,0.40289763553193086,0.637605482437986,0.686365981337596
154,0.5017075243663031,0.5805253835900368,0.20214459555231673,0.1878839615804234,0.4519662914988477,0.39512774029220576,0.633504145762791,0.6618291335085511
155,0.4843009753358057,0.5749359013471105,0.2508678290254997,0.23233569724788153,0.45663443955279504,0.40641105843569153,0.6683669565411257,0.6625753652751545
156,0.49765004227714976,0.598251730131942,0.26487391804615196,0.2392197507088963,0.3799946947157047,0.42612199589112043,0.6822150314523556,0.6650342068070817
157,0.45960435809341676,0.5412156311839459,0.1961975727915531,0.27149261779725675,0.4126474807073656,0.3414874259120319,0.6802343882801304,0.699491709197701
158,0.5680238848748391,0.5766227135503222,0.2435784593086375,0.2630407283423056,0.4374288846517096,0.41762479047570117,0.6763007996784239,0.6983576006484847
159,0.5230831647127748,0.4648864401134551,0.23542059693380127,0.23233716991670836,0.3996013231841523,0.42399195889714447,0.671371715442647,0.6530788293171677
160,0.5319533025894765,0.5681972118067553,0.2578071012894147,0.2945009627786941,0.3476127375342316,0.4086916094901031,0.6809675971070849,0.69831850081938
